"ray/tune/info/num_steps_sampled","oracle_noise: 160 - _step","oracle_noise: 160 - _step__MIN","oracle_noise: 160 - _step__MAX","oracle_noise: 160 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 160 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 160 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","oracle_noise: 140 - _step","oracle_noise: 140 - _step__MIN","oracle_noise: 140 - _step__MAX","oracle_noise: 140 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 140 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 140 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","oracle_noise: 120 - _step","oracle_noise: 120 - _step__MIN","oracle_noise: 120 - _step__MAX","oracle_noise: 120 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 120 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 120 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","oracle_noise: 90 - _step","oracle_noise: 90 - _step__MIN","oracle_noise: 90 - _step__MAX","oracle_noise: 90 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 90 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 90 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","oracle_noise: 60 - _step","oracle_noise: 60 - _step__MIN","oracle_noise: 60 - _step__MAX","oracle_noise: 60 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 60 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 60 - ray/tune/custom_metrics/is_step_in_real_mean__MAX","oracle_noise: 20 - _step","oracle_noise: 20 - _step__MIN","oracle_noise: 20 - _step__MAX","oracle_noise: 20 - ray/tune/custom_metrics/is_step_in_real_mean","oracle_noise: 20 - ray/tune/custom_metrics/is_step_in_real_mean__MIN","oracle_noise: 20 - ray/tune/custom_metrics/is_step_in_real_mean__MAX"
"18900","188","188","188","0.15000000596046448","0.15000000596046448","0.15000000596046448","188","188","188","0.17500000447034836","0.17000000178813934","0.18000000715255737","188","188","188","0.25","0.25","0.25","188","188","188","0.30000001192092896","0.30000001192092896","0.30000001192092896","188","188","188","0.28999999165534973","0.28999999165534973","0.28999999165534973","188","188","188","0.9700000286102295","0.9700000286102295","0.9700000286102295"
"19000","189","189","189","0.20999999344348907","0.20999999344348907","0.20999999344348907","189","189","189","0.1550000011920929","0.15000000596046448","0.1599999964237213","189","189","189","0.1899999976158142","0.1899999976158142","0.1899999976158142","189","189","189","0.27000001072883606","0.27000001072883606","0.27000001072883606","189","189","189","0.44999998807907104","0.44999998807907104","0.44999998807907104","189","189","189","0.949999988079071","0.949999988079071","0.949999988079071"
"19100","190","190","190","0.15000000596046448","0.15000000596046448","0.15000000596046448","190","190","190","0.19500000029802322","0.18000000715255737","0.20999999344348907","190","190","190","0.23999999463558197","0.23999999463558197","0.23999999463558197","190","190","190","0.23000000417232513","0.23000000417232513","0.23000000417232513","190","190","190","0.4300000071525574","0.4300000071525574","0.4300000071525574","190","190","190","0.8500000238418579","0.8500000238418579","0.8500000238418579"
"19200","191","191","191","0.12999999523162842","0.12999999523162842","0.12999999523162842","191","191","191","0.24500000476837158","0.1899999976158142","0.30000001192092896","191","191","191","0.25999999046325684","0.25999999046325684","0.25999999046325684","191","191","191","0.3100000023841858","0.3100000023841858","0.3100000023841858","191","191","191","0.3400000035762787","0.3400000035762787","0.3400000035762787","191","191","191","0.8600000143051147","0.8600000143051147","0.8600000143051147"
"19300","192","192","192","0.12999999523162842","0.12999999523162842","0.12999999523162842","192","192","192","0.17499999701976776","0.10999999940395355","0.23999999463558197","192","192","192","0.20999999344348907","0.20999999344348907","0.20999999344348907","192","192","192","0.27000001072883606","0.27000001072883606","0.27000001072883606","192","192","192","0.4300000071525574","0.4300000071525574","0.4300000071525574","192","192","192","0.8899999856948853","0.8899999856948853","0.8899999856948853"
"19400","193","193","193","0.15000000596046448","0.15000000596046448","0.15000000596046448","193","193","193","0.2150000035762787","0.18000000715255737","0.25","193","193","193","0.20000000298023224","0.20000000298023224","0.20000000298023224","193","193","193","0.28999999165534973","0.28999999165534973","0.28999999165534973","193","193","193","0.38999998569488525","0.38999998569488525","0.38999998569488525","193","193","193","0.8799999952316284","0.8799999952316284","0.8799999952316284"
"19500","194","194","194","0.20000000298023224","0.20000000298023224","0.20000000298023224","194","194","194","0.1550000011920929","0.14000000059604645","0.17000000178813934","194","194","194","0.2199999988079071","0.2199999988079071","0.2199999988079071","194","194","194","0.23000000417232513","0.23000000417232513","0.23000000417232513","194","194","194","0.44999998807907104","0.44999998807907104","0.44999998807907104","194","194","194","0.8899999856948853","0.8899999856948853","0.8899999856948853"
"19600","195","195","195","0.23999999463558197","0.23999999463558197","0.23999999463558197","195","195","195","0.22499999403953552","0.1899999976158142","0.25999999046325684","195","195","195","0.23000000417232513","0.23000000417232513","0.23000000417232513","195","195","195","0.30000001192092896","0.30000001192092896","0.30000001192092896","195","195","195","0.5","0.5","0.5","195","195","195","0.8999999761581421","0.8999999761581421","0.8999999761581421"
"19700","196","196","196","0.11999999731779099","0.11999999731779099","0.11999999731779099","196","196","196","0.24499999731779099","0.23999999463558197","0.25","196","196","196","0.18000000715255737","0.18000000715255737","0.18000000715255737","196","196","196","0.2800000011920929","0.2800000011920929","0.2800000011920929","196","196","196","0.5","0.5","0.5","196","196","196","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"19800","197","197","197","0.1899999976158142","0.1899999976158142","0.1899999976158142","197","197","197","0.1900000050663948","0.18000000715255737","0.20000000298023224","197","197","197","0.20000000298023224","0.20000000298023224","0.20000000298023224","197","197","197","0.28999999165534973","0.28999999165534973","0.28999999165534973","197","197","197","0.6000000238418579","0.6000000238418579","0.6000000238418579","197","197","197","0.949999988079071","0.949999988079071","0.949999988079071"
"19900","198","198","198","0.11999999731779099","0.11999999731779099","0.11999999731779099","198","198","198","0.1899999976158142","0.12999999523162842","0.25","198","198","198","0.25999999046325684","0.25999999046325684","0.25999999046325684","198","198","198","0.3100000023841858","0.3100000023841858","0.3100000023841858","198","198","198","0.6399999856948853","0.6399999856948853","0.6399999856948853","198","198","198","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"20000","199","199","199","0.2199999988079071","0.2199999988079071","0.2199999988079071","199","199","199","0.1850000023841858","0.17000000178813934","0.20000000298023224","199","199","199","0.18000000715255737","0.18000000715255737","0.18000000715255737","199","199","199","0.3700000047683716","0.3700000047683716","0.3700000047683716","199","199","199","0.5299999713897705","0.5299999713897705","0.5299999713897705","199","199","199","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"20100","200","200","200","0.1599999964237213","0.1599999964237213","0.1599999964237213","200","200","200","0.1900000050663948","0.18000000715255737","0.20000000298023224","200","200","200","0.20000000298023224","0.20000000298023224","0.20000000298023224","200","200","200","0.25999999046325684","0.25999999046325684","0.25999999046325684","200","200","200","0.36000001430511475","0.36000001430511475","0.36000001430511475","200","200","200","0.9800000190734863","0.9800000190734863","0.9800000190734863"
"20200","201","201","201","0.1899999976158142","0.1899999976158142","0.1899999976158142","201","201","201","0.1550000011920929","0.14000000059604645","0.17000000178813934","201","201","201","0.23000000417232513","0.23000000417232513","0.23000000417232513","201","201","201","0.23999999463558197","0.23999999463558197","0.23999999463558197","201","201","201","0.38999998569488525","0.38999998569488525","0.38999998569488525","201","201","201","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"20300","202","202","202","0.1599999964237213","0.1599999964237213","0.1599999964237213","202","202","202","0.16499999910593033","0.12999999523162842","0.20000000298023224","202","202","202","0.1899999976158142","0.1899999976158142","0.1899999976158142","202","202","202","0.20000000298023224","0.20000000298023224","0.20000000298023224","202","202","202","0.44999998807907104","0.44999998807907104","0.44999998807907104","202","202","202","0.9200000166893005","0.9200000166893005","0.9200000166893005"
"20400","203","203","203","0.11999999731779099","0.11999999731779099","0.11999999731779099","203","203","203","0.20499999821186066","0.1599999964237213","0.25","203","203","203","0.23000000417232513","0.23000000417232513","0.23000000417232513","203","203","203","0.3499999940395355","0.3499999940395355","0.3499999940395355","203","203","203","0.3499999940395355","0.3499999940395355","0.3499999940395355","203","203","203","0.8299999833106995","0.8299999833106995","0.8299999833106995"
"20500","204","204","204","0.10999999940395355","0.10999999940395355","0.10999999940395355","204","204","204","0.17500000447034836","0.15000000596046448","0.20000000298023224","204","204","204","0.17000000178813934","0.17000000178813934","0.17000000178813934","204","204","204","0.33000001311302185","0.33000001311302185","0.33000001311302185","204","204","204","0.41999998688697815","0.41999998688697815","0.41999998688697815","204","204","204","0.6600000262260437","0.6600000262260437","0.6600000262260437"
"20600","205","205","205","0.1899999976158142","0.1899999976158142","0.1899999976158142","205","205","205","0.2149999961256981","0.1899999976158142","0.23999999463558197","205","205","205","0.1899999976158142","0.1899999976158142","0.1899999976158142","205","205","205","0.27000001072883606","0.27000001072883606","0.27000001072883606","205","205","205","0.46000000834465027","0.46000000834465027","0.46000000834465027","205","205","205","0.8700000047683716","0.8700000047683716","0.8700000047683716"
"20700","206","206","206","0.17000000178813934","0.17000000178813934","0.17000000178813934","206","206","206","0.2199999988079071","0.20999999344348907","0.23000000417232513","206","206","206","0.23000000417232513","0.23000000417232513","0.23000000417232513","206","206","206","0.3799999952316284","0.3799999952316284","0.3799999952316284","206","206","206","0.5400000214576721","0.5400000214576721","0.5400000214576721","206","206","206","0.8199999928474426","0.8199999928474426","0.8199999928474426"
"20800","207","207","207","0.23000000417232513","0.23000000417232513","0.23000000417232513","207","207","207","0.12000000104308128","0.10000000149011612","0.14000000059604645","207","207","207","0.30000001192092896","0.30000001192092896","0.30000001192092896","207","207","207","0.3100000023841858","0.3100000023841858","0.3100000023841858","207","207","207","0.4399999976158142","0.4399999976158142","0.4399999976158142","207","207","207","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"20900","208","208","208","0.14000000059604645","0.14000000059604645","0.14000000059604645","208","208","208","0.1850000023841858","0.18000000715255737","0.1899999976158142","208","208","208","0.20000000298023224","0.20000000298023224","0.20000000298023224","208","208","208","0.25","0.25","0.25","208","208","208","0.4300000071525574","0.4300000071525574","0.4300000071525574","208","208","208","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"21000","209","209","209","0.18000000715255737","0.18000000715255737","0.18000000715255737","209","209","209","0.2149999961256981","0.17000000178813934","0.25999999046325684","209","209","209","0.23999999463558197","0.23999999463558197","0.23999999463558197","209","209","209","0.28999999165534973","0.28999999165534973","0.28999999165534973","209","209","209","0.47999998927116394","0.47999998927116394","0.47999998927116394","209","209","209","0.9200000166893005","0.9200000166893005","0.9200000166893005"
"21100","210","210","210","0.18000000715255737","0.18000000715255737","0.18000000715255737","210","210","210","0.17999999970197678","0.1599999964237213","0.20000000298023224","210","210","210","0.25999999046325684","0.25999999046325684","0.25999999046325684","210","210","210","0.18000000715255737","0.18000000715255737","0.18000000715255737","210","210","210","0.5","0.5","0.5","210","210","210","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"21200","211","211","211","0.20000000298023224","0.20000000298023224","0.20000000298023224","211","211","211","0.2550000101327896","0.18000000715255737","0.33000001311302185","211","211","211","0.25999999046325684","0.25999999046325684","0.25999999046325684","211","211","211","0.33000001311302185","0.33000001311302185","0.33000001311302185","211","211","211","0.5099999904632568","0.5099999904632568","0.5099999904632568","211","211","211","0.9300000071525574","0.9300000071525574","0.9300000071525574"
"21300","212","212","212","0.10000000149011612","0.10000000149011612","0.10000000149011612","212","212","212","0.21000000089406967","0.20000000298023224","0.2199999988079071","212","212","212","0.20000000298023224","0.20000000298023224","0.20000000298023224","212","212","212","0.3199999928474426","0.3199999928474426","0.3199999928474426","212","212","212","0.5400000214576721","0.5400000214576721","0.5400000214576721","212","212","212","0.9700000286102295","0.9700000286102295","0.9700000286102295"
"21400","213","213","213","0.20000000298023224","0.20000000298023224","0.20000000298023224","213","213","213","0.2150000035762787","0.18000000715255737","0.25","213","213","213","0.2199999988079071","0.2199999988079071","0.2199999988079071","213","213","213","0.25999999046325684","0.25999999046325684","0.25999999046325684","213","213","213","0.38999998569488525","0.38999998569488525","0.38999998569488525","213","213","213","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"21500","214","214","214","0.20999999344348907","0.20999999344348907","0.20999999344348907","214","214","214","0.17000000178813934","0.14000000059604645","0.20000000298023224","214","214","214","0.18000000715255737","0.18000000715255737","0.18000000715255737","214","214","214","0.1599999964237213","0.1599999964237213","0.1599999964237213","214","214","214","0.36000001430511475","0.36000001430511475","0.36000001430511475","214","214","214","0.9100000262260437","0.9100000262260437","0.9100000262260437"
"21600","215","215","215","0.20999999344348907","0.20999999344348907","0.20999999344348907","215","215","215","0.20500000566244125","0.18000000715255737","0.23000000417232513","215","215","215","0.12999999523162842","0.12999999523162842","0.12999999523162842","215","215","215","0.23000000417232513","0.23000000417232513","0.23000000417232513","215","215","215","0.3700000047683716","0.3700000047683716","0.3700000047683716","215","215","215","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"21700","216","216","216","0.14000000059604645","0.14000000059604645","0.14000000059604645","216","216","216","0.19999999552965164","0.14000000059604645","0.25999999046325684","216","216","216","0.10000000149011612","0.10000000149011612","0.10000000149011612","216","216","216","0.28999999165534973","0.28999999165534973","0.28999999165534973","216","216","216","0.36000001430511475","0.36000001430511475","0.36000001430511475","216","216","216","0.949999988079071","0.949999988079071","0.949999988079071"
"21800","217","217","217","0.14000000059604645","0.14000000059604645","0.14000000059604645","217","217","217","0.13999999687075615","0.11999999731779099","0.1599999964237213","217","217","217","0.09000000357627869","0.09000000357627869","0.09000000357627869","217","217","217","0.3799999952316284","0.3799999952316284","0.3799999952316284","217","217","217","0.3499999940395355","0.3499999940395355","0.3499999940395355","217","217","217","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"21900","218","218","218","0.14000000059604645","0.14000000059604645","0.14000000059604645","218","218","218","0.20000000298023224","0.18000000715255737","0.2199999988079071","218","218","218","0.15000000596046448","0.15000000596046448","0.15000000596046448","218","218","218","0.2800000011920929","0.2800000011920929","0.2800000011920929","218","218","218","0.3499999940395355","0.3499999940395355","0.3499999940395355","218","218","218","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"22000","219","219","219","0.07999999821186066","0.07999999821186066","0.07999999821186066","219","219","219","0.17499999701976776","0.12999999523162842","0.2199999988079071","219","219","219","0.30000001192092896","0.30000001192092896","0.30000001192092896","219","219","219","0.25","0.25","0.25","219","219","219","0.3499999940395355","0.3499999940395355","0.3499999940395355","219","219","219","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"22100","220","220","220","0.15000000596046448","0.15000000596046448","0.15000000596046448","220","220","220","0.19500000029802322","0.18000000715255737","0.20999999344348907","220","220","220","0.27000001072883606","0.27000001072883606","0.27000001072883606","220","220","220","0.20999999344348907","0.20999999344348907","0.20999999344348907","220","220","220","0.41999998688697815","0.41999998688697815","0.41999998688697815","220","220","220","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"22200","221","221","221","0.15000000596046448","0.15000000596046448","0.15000000596046448","221","221","221","0.24499999731779099","0.23999999463558197","0.25","221","221","221","0.23000000417232513","0.23000000417232513","0.23000000417232513","221","221","221","0.23000000417232513","0.23000000417232513","0.23000000417232513","221","221","221","0.4399999976158142","0.4399999976158142","0.4399999976158142","221","221","221","0.9100000262260437","0.9100000262260437","0.9100000262260437"
"22300","222","222","222","0.18000000715255737","0.18000000715255737","0.18000000715255737","222","222","222","0.23999999463558197","0.23999999463558197","0.23999999463558197","222","222","222","0.2199999988079071","0.2199999988079071","0.2199999988079071","222","222","222","0.2800000011920929","0.2800000011920929","0.2800000011920929","222","222","222","0.3199999928474426","0.3199999928474426","0.3199999928474426","222","222","222","0.9300000071525574","0.9300000071525574","0.9300000071525574"
"22400","223","223","223","0.17000000178813934","0.17000000178813934","0.17000000178813934","223","223","223","0.19500000029802322","0.1899999976158142","0.20000000298023224","223","223","223","0.23999999463558197","0.23999999463558197","0.23999999463558197","223","223","223","0.3499999940395355","0.3499999940395355","0.3499999940395355","223","223","223","0.3700000047683716","0.3700000047683716","0.3700000047683716","223","223","223","0.800000011920929","0.800000011920929","0.800000011920929"
"22500","224","224","224","0.20000000298023224","0.20000000298023224","0.20000000298023224","224","224","224","0.15000000223517418","0.11999999731779099","0.18000000715255737","224","224","224","0.23000000417232513","0.23000000417232513","0.23000000417232513","224","224","224","0.20000000298023224","0.20000000298023224","0.20000000298023224","224","224","224","0.49000000953674316","0.49000000953674316","0.49000000953674316","224","224","224","0.75","0.75","0.75"
"22600","225","225","225","0.17000000178813934","0.17000000178813934","0.17000000178813934","225","225","225","0.21000000089406967","0.1899999976158142","0.23000000417232513","225","225","225","0.28999999165534973","0.28999999165534973","0.28999999165534973","225","225","225","0.18000000715255737","0.18000000715255737","0.18000000715255737","225","225","225","0.4399999976158142","0.4399999976158142","0.4399999976158142","225","225","225","0.8399999737739563","0.8399999737739563","0.8399999737739563"
"22700","226","226","226","0.17000000178813934","0.17000000178813934","0.17000000178813934","226","226","226","0.20000000298023224","0.17000000178813934","0.23000000417232513","226","226","226","0.2199999988079071","0.2199999988079071","0.2199999988079071","226","226","226","0.3400000035762787","0.3400000035762787","0.3400000035762787","226","226","226","0.47999998927116394","0.47999998927116394","0.47999998927116394","226","226","226","0.8999999761581421","0.8999999761581421","0.8999999761581421"
"22800","227","227","227","0.10000000149011612","0.10000000149011612","0.10000000149011612","227","227","227","0.2199999988079071","0.20999999344348907","0.23000000417232513","227","227","227","0.1899999976158142","0.1899999976158142","0.1899999976158142","227","227","227","0.2800000011920929","0.2800000011920929","0.2800000011920929","227","227","227","0.5","0.5","0.5","227","227","227","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"22900","228","228","228","0.12999999523162842","0.12999999523162842","0.12999999523162842","228","228","228","0.17999999970197678","0.15000000596046448","0.20999999344348907","228","228","228","0.3400000035762787","0.3400000035762787","0.3400000035762787","228","228","228","0.3400000035762787","0.3400000035762787","0.3400000035762787","228","228","228","0.47999998927116394","0.47999998927116394","0.47999998927116394","228","228","228","0.9300000071525574","0.9300000071525574","0.9300000071525574"
"23000","229","229","229","0.12999999523162842","0.12999999523162842","0.12999999523162842","229","229","229","0.21000000089406967","0.1899999976158142","0.23000000417232513","229","229","229","0.2199999988079071","0.2199999988079071","0.2199999988079071","229","229","229","0.41999998688697815","0.41999998688697815","0.41999998688697815","229","229","229","0.5400000214576721","0.5400000214576721","0.5400000214576721","229","229","229","0.6100000143051147","0.6100000143051147","0.6100000143051147"
"23100","230","230","230","0.25","0.25","0.25","230","230","230","0.22500000149011612","0.2199999988079071","0.23000000417232513","230","230","230","0.23000000417232513","0.23000000417232513","0.23000000417232513","230","230","230","0.3199999928474426","0.3199999928474426","0.3199999928474426","230","230","230","0.4000000059604645","0.4000000059604645","0.4000000059604645","230","230","230","0.7099999785423279","0.7099999785423279","0.7099999785423279"
"23200","231","231","231","0.12999999523162842","0.12999999523162842","0.12999999523162842","231","231","231","0.1849999949336052","0.1599999964237213","0.20999999344348907","231","231","231","0.1599999964237213","0.1599999964237213","0.1599999964237213","231","231","231","0.2800000011920929","0.2800000011920929","0.2800000011920929","231","231","231","0.4000000059604645","0.4000000059604645","0.4000000059604645","231","231","231","0.9200000166893005","0.9200000166893005","0.9200000166893005"
"23300","232","232","232","0.17000000178813934","0.17000000178813934","0.17000000178813934","232","232","232","0.20000000298023224","0.15000000596046448","0.25","232","232","232","0.23000000417232513","0.23000000417232513","0.23000000417232513","232","232","232","0.38999998569488525","0.38999998569488525","0.38999998569488525","232","232","232","0.46000000834465027","0.46000000834465027","0.46000000834465027","232","232","232","0.9200000166893005","0.9200000166893005","0.9200000166893005"
"23400","233","233","233","0.27000001072883606","0.27000001072883606","0.27000001072883606","233","233","233","0.23999999463558197","0.1899999976158142","0.28999999165534973","233","233","233","0.23999999463558197","0.23999999463558197","0.23999999463558197","233","233","233","0.25999999046325684","0.25999999046325684","0.25999999046325684","233","233","233","0.46000000834465027","0.46000000834465027","0.46000000834465027","233","233","233","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"23500","234","234","234","0.27000001072883606","0.27000001072883606","0.27000001072883606","234","234","234","0.22500000894069672","0.18000000715255737","0.27000001072883606","234","234","234","0.20999999344348907","0.20999999344348907","0.20999999344348907","234","234","234","0.28999999165534973","0.28999999165534973","0.28999999165534973","234","234","234","0.3400000035762787","0.3400000035762787","0.3400000035762787","234","234","234","0.9200000166893005","0.9200000166893005","0.9200000166893005"
"23600","235","235","235","0.14000000059604645","0.14000000059604645","0.14000000059604645","235","235","235","0.14999999850988388","0.14000000059604645","0.1599999964237213","235","235","235","0.23000000417232513","0.23000000417232513","0.23000000417232513","235","235","235","0.36000001430511475","0.36000001430511475","0.36000001430511475","235","235","235","0.28999999165534973","0.28999999165534973","0.28999999165534973","235","235","235","0.9700000286102295","0.9700000286102295","0.9700000286102295"
"23700","236","236","236","0.12999999523162842","0.12999999523162842","0.12999999523162842","236","236","236","0.1599999964237213","0.12999999523162842","0.1899999976158142","236","236","236","0.18000000715255737","0.18000000715255737","0.18000000715255737","236","236","236","0.3199999928474426","0.3199999928474426","0.3199999928474426","236","236","236","0.5400000214576721","0.5400000214576721","0.5400000214576721","236","236","236","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"23800","237","237","237","0.12999999523162842","0.12999999523162842","0.12999999523162842","237","237","237","0.17999999970197678","0.17000000178813934","0.1899999976158142","237","237","237","0.10000000149011612","0.10000000149011612","0.10000000149011612","237","237","237","0.20999999344348907","0.20999999344348907","0.20999999344348907","237","237","237","0.4699999988079071","0.4699999988079071","0.4699999988079071","237","237","237","0.8299999833106995","0.8299999833106995","0.8299999833106995"
"23900","238","238","238","0.14000000059604645","0.14000000059604645","0.14000000059604645","238","238","238","0.16500000655651093","0.15000000596046448","0.18000000715255737","238","238","238","0.18000000715255737","0.18000000715255737","0.18000000715255737","238","238","238","0.33000001311302185","0.33000001311302185","0.33000001311302185","238","238","238","0.44999998807907104","0.44999998807907104","0.44999998807907104","238","238","238","0.9700000286102295","0.9700000286102295","0.9700000286102295"
"24000","239","239","239","0.15000000596046448","0.15000000596046448","0.15000000596046448","239","239","239","0.2150000035762787","0.1599999964237213","0.27000001072883606","239","239","239","0.20000000298023224","0.20000000298023224","0.20000000298023224","239","239","239","0.23999999463558197","0.23999999463558197","0.23999999463558197","239","239","239","0.5400000214576721","0.5400000214576721","0.5400000214576721","239","239","239","0.9700000286102295","0.9700000286102295","0.9700000286102295"
"24100","240","240","240","0.1899999976158142","0.1899999976158142","0.1899999976158142","240","240","240","0.17999999970197678","0.15000000596046448","0.20999999344348907","240","240","240","0.20999999344348907","0.20999999344348907","0.20999999344348907","240","240","240","0.33000001311302185","0.33000001311302185","0.33000001311302185","240","240","240","0.4300000071525574","0.4300000071525574","0.4300000071525574","240","240","240","0.9700000286102295","0.9700000286102295","0.9700000286102295"
"24200","241","241","241","0.12999999523162842","0.12999999523162842","0.12999999523162842","241","241","241","0.12999999895691872","0.07000000029802322","0.1899999976158142","241","241","241","0.25","0.25","0.25","241","241","241","0.3100000023841858","0.3100000023841858","0.3100000023841858","241","241","241","0.4000000059604645","0.4000000059604645","0.4000000059604645","241","241","241","0.9599999785423279","0.9599999785423279","0.9599999785423279"
"24300","242","242","242","0.11999999731779099","0.11999999731779099","0.11999999731779099","242","242","242","0.13000000268220901","0.10999999940395355","0.15000000596046448","242","242","242","0.2199999988079071","0.2199999988079071","0.2199999988079071","242","242","242","0.23999999463558197","0.23999999463558197","0.23999999463558197","242","242","242","0.3499999940395355","0.3499999940395355","0.3499999940395355","242","242","242","0.9800000190734863","0.9800000190734863","0.9800000190734863"
"24400","243","243","243","0.17000000178813934","0.17000000178813934","0.17000000178813934","243","243","243","0.19500000029802322","0.1599999964237213","0.23000000417232513","243","243","243","0.20000000298023224","0.20000000298023224","0.20000000298023224","243","243","243","0.20999999344348907","0.20999999344348907","0.20999999344348907","243","243","243","0.47999998927116394","0.47999998927116394","0.47999998927116394","243","243","243","0.9800000190734863","0.9800000190734863","0.9800000190734863"
"24500","244","244","244","0.18000000715255737","0.18000000715255737","0.18000000715255737","244","244","244","0.22500000149011612","0.20000000298023224","0.25","244","244","244","0.23999999463558197","0.23999999463558197","0.23999999463558197","244","244","244","0.25","0.25","0.25","244","244","244","0.49000000953674316","0.49000000953674316","0.49000000953674316","244","244","244","0.949999988079071","0.949999988079071","0.949999988079071"
"24600","245","245","245","0.15000000596046448","0.15000000596046448","0.15000000596046448","245","245","245","0.1899999976158142","0.17000000178813934","0.20999999344348907","245","245","245","0.27000001072883606","0.27000001072883606","0.27000001072883606","245","245","245","0.25","0.25","0.25","245","245","245","0.5699999928474426","0.5699999928474426","0.5699999928474426","245","245","245","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"24700","246","246","246","0.18000000715255737","0.18000000715255737","0.18000000715255737","246","246","246","0.19500000029802322","0.15000000596046448","0.23999999463558197","246","246","246","0.25","0.25","0.25","246","246","246","0.25999999046325684","0.25999999046325684","0.25999999046325684","246","246","246","0.47999998927116394","0.47999998927116394","0.47999998927116394","246","246","246","0.9200000166893005","0.9200000166893005","0.9200000166893005"
"24800","247","247","247","0.20999999344348907","0.20999999344348907","0.20999999344348907","247","247","247","0.22999999672174454","0.20000000298023224","0.25999999046325684","247","247","247","0.1899999976158142","0.1899999976158142","0.1899999976158142","247","247","247","0.27000001072883606","0.27000001072883606","0.27000001072883606","247","247","247","0.4099999964237213","0.4099999964237213","0.4099999964237213","247","247","247","0.949999988079071","0.949999988079071","0.949999988079071"
"24900","248","248","248","0.18000000715255737","0.18000000715255737","0.18000000715255737","248","248","248","0.2150000035762787","0.18000000715255737","0.25","248","248","248","0.23000000417232513","0.23000000417232513","0.23000000417232513","248","248","248","0.30000001192092896","0.30000001192092896","0.30000001192092896","248","248","248","0.47999998927116394","0.47999998927116394","0.47999998927116394","248","248","248","0.9399999976158142","0.9399999976158142","0.9399999976158142"
"25000","249","249","249","0.23000000417232513","0.23000000417232513","0.23000000417232513","249","249","249","0.17999999970197678","0.1599999964237213","0.20000000298023224","249","249","249","0.2800000011920929","0.2800000011920929","0.2800000011920929","249","249","249","0.25999999046325684","0.25999999046325684","0.25999999046325684","249","249","249","0.3799999952316284","0.3799999952316284","0.3799999952316284","249","249","249","0.9100000262260437","0.9100000262260437","0.9100000262260437"
"25100","250","250","250","0.14000000059604645","0.14000000059604645","0.14000000059604645","250","250","250","0.20499999821186066","0.12999999523162842","0.2800000011920929","250","250","250","0.23999999463558197","0.23999999463558197","0.23999999463558197","250","250","250","0.3499999940395355","0.3499999940395355","0.3499999940395355","250","250","250","0.5","0.5","0.5","250","250","250","0.8899999856948853","0.8899999856948853","0.8899999856948853"
"25200","251","251","251","0.14000000059604645","0.14000000059604645","0.14000000059604645","251","251","251","0.1849999949336052","0.12999999523162842","0.23999999463558197","251","251","251","0.20999999344348907","0.20999999344348907","0.20999999344348907","251","251","251","0.4300000071525574","0.4300000071525574","0.4300000071525574","251","251","251","0.41999998688697815","0.41999998688697815","0.41999998688697815","251","251","251","0.8600000143051147","0.8600000143051147","0.8600000143051147"
"25300","252","252","252","0.20999999344348907","0.20999999344348907","0.20999999344348907","252","252","252","0.2499999925494194","0.23999999463558197","0.25999999046325684","252","252","252","0.23999999463558197","0.23999999463558197","0.23999999463558197","252","252","252","0.33000001311302185","0.33000001311302185","0.33000001311302185","252","252","252","0.38999998569488525","0.38999998569488525","0.38999998569488525","252","252","252","0.8700000047683716","0.8700000047683716","0.8700000047683716"
