"ray/tune/info/num_steps_sampled","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: s - _step","threshold_type: s - _step__MIN","threshold_type: s - _step__MAX","threshold_type: s - ray/tune/custom_metrics/prediction_error_mean","threshold_type: s - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: s - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: hard - _step","threshold_type: hard - _step__MIN","threshold_type: hard - _step__MAX","threshold_type: hard - ray/tune/custom_metrics/prediction_error_mean","threshold_type: hard - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: hard - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: convex - _step","threshold_type: convex - _step__MIN","threshold_type: convex - _step__MAX","threshold_type: convex - ray/tune/custom_metrics/prediction_error_mean","threshold_type: convex - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: convex - ray/tune/custom_metrics/prediction_error_mean__MAX","threshold_type: concave - _step","threshold_type: concave - _step__MIN","threshold_type: concave - _step__MAX","threshold_type: concave - ray/tune/custom_metrics/prediction_error_mean","threshold_type: concave - ray/tune/custom_metrics/prediction_error_mean__MIN","threshold_type: concave - ray/tune/custom_metrics/prediction_error_mean__MAX"
"22600","225","225","225","-0.21406318247318268","-0.21406318247318268","-0.21406318247318268","225","225","225","-0.012780657969415188","-0.012780657969415188","-0.012780657969415188","225","225","225","0.07644687592983246","0.07644687592983246","0.07644687592983246","225","225","225","0.09218983352184296","0.09218983352184296","0.09218983352184296","225","225","225","0.13976195454597473","0.13976195454597473","0.13976195454597473"
"22700","226","226","226","-0.21931171417236328","-0.21931171417236328","-0.21931171417236328","226","226","226","-0.013850651681423187","-0.013850651681423187","-0.013850651681423187","226","226","226","0.07528448104858398","0.07528448104858398","0.07528448104858398","226","226","226","0.08738207817077637","0.08738207817077637","0.08738207817077637","226","226","226","0.13741298019886017","0.13741298019886017","0.13741298019886017"
"22800","227","227","227","-0.21522179245948792","-0.21522179245948792","-0.21522179245948792","227","227","227","-0.00582220358774066","-0.00582220358774066","-0.00582220358774066","227","227","227","0.08304336667060852","0.08304336667060852","0.08304336667060852","227","227","227","0.09647751599550247","0.09647751599550247","0.09647751599550247","227","227","227","0.1382608413696289","0.1382608413696289","0.1382608413696289"
"22900","228","228","228","-0.2128351628780365","-0.2128351628780365","-0.2128351628780365","228","228","228","-0.02299530804157257","-0.02299530804157257","-0.02299530804157257","228","228","228","0.07948700338602066","0.07948700338602066","0.07948700338602066","228","228","228","0.09178027510643005","0.09178027510643005","0.09178027510643005","228","228","228","0.14534831047058105","0.14534831047058105","0.14534831047058105"
"23000","229","229","229","-0.21658000349998474","-0.21658000349998474","-0.21658000349998474","229","229","229","-0.017956770956516266","-0.017956770956516266","-0.017956770956516266","229","229","229","0.08480838686227798","0.08480838686227798","0.08480838686227798","229","229","229","0.09225589781999588","0.09225589781999588","0.09225589781999588","229","229","229","0.13233809173107147","0.13233809173107147","0.13233809173107147"
"23100","230","230","230","-0.21815207600593567","-0.21815207600593567","-0.21815207600593567","230","230","230","-0.008996226824820042","-0.008996226824820042","-0.008996226824820042","230","230","230","0.08203881233930588","0.08203881233930588","0.08203881233930588","230","230","230","0.09700201451778412","0.09700201451778412","0.09700201451778412","230","230","230","0.12190607935190201","0.12190607935190201","0.12190607935190201"
"23200","231","231","231","-0.21658596396446228","-0.21658596396446228","-0.21658596396446228","231","231","231","0.015570884570479393","0.015570884570479393","0.015570884570479393","231","231","231","0.085188128054142","0.085188128054142","0.085188128054142","231","231","231","0.09623362123966217","0.09623362123966217","0.09623362123966217","231","231","231","0.13291014730930328","0.13291014730930328","0.13291014730930328"
"23300","232","232","232","-0.21299032866954803","-0.21299032866954803","-0.21299032866954803","232","232","232","0.011514691635966301","0.011514691635966301","0.011514691635966301","232","232","232","0.08350058645009995","0.08350058645009995","0.08350058645009995","232","232","232","0.08357581496238708","0.08357581496238708","0.08357581496238708","232","232","232","0.12562648952007294","0.12562648952007294","0.12562648952007294"
"23400","233","233","233","-0.2162942737340927","-0.2162942737340927","-0.2162942737340927","233","233","233","0.00825527124106884","0.00825527124106884","0.00825527124106884","233","233","233","0.0926375612616539","0.0926375612616539","0.0926375612616539","233","233","233","0.09179945290088654","0.09179945290088654","0.09179945290088654","233","233","233","0.12492159008979797","0.12492159008979797","0.12492159008979797"
"23500","234","234","234","-0.21721947193145752","-0.21721947193145752","-0.21721947193145752","234","234","234","-0.0005567352054640651","-0.0005567352054640651","-0.0005567352054640651","234","234","234","0.0815000981092453","0.0815000981092453","0.0815000981092453","234","234","234","0.08875366300344467","0.08875366300344467","0.08875366300344467","234","234","234","0.1350441426038742","0.1350441426038742","0.1350441426038742"
"23600","235","235","235","-0.21686235070228577","-0.21686235070228577","-0.21686235070228577","235","235","235","-0.006916875950992107","-0.006916875950992107","-0.006916875950992107","235","235","235","0.07949718832969666","0.07949718832969666","0.07949718832969666","235","235","235","0.08667350560426712","0.08667350560426712","0.08667350560426712","235","235","235","0.13204845786094666","0.13204845786094666","0.13204845786094666"
"23700","236","236","236","-0.21789498627185822","-0.21789498627185822","-0.21789498627185822","236","236","236","-0.003988707438111305","-0.003988707438111305","-0.003988707438111305","236","236","236","0.07637790590524673","0.07637790590524673","0.07637790590524673","236","236","236","0.09417975693941116","0.09417975693941116","0.09417975693941116","236","236","236","0.13895262777805328","0.13895262777805328","0.13895262777805328"
"23800","237","237","237","-0.2196977734565735","-0.2196977734565735","-0.2196977734565735","237","237","237","-0.00002247399061161559","-0.00002247399061161559","-0.00002247399061161559","237","237","237","0.0702470988035202","0.0702470988035202","0.0702470988035202","237","237","237","0.08748592436313629","0.08748592436313629","0.08748592436313629","237","237","237","0.12445880472660065","0.12445880472660065","0.12445880472660065"
"23900","238","238","238","-0.21555891633033752","-0.21555891633033752","-0.21555891633033752","238","238","238","-0.01369838509708643","-0.01369838509708643","-0.01369838509708643","238","238","238","0.0821833610534668","0.0821833610534668","0.0821833610534668","238","238","238","0.0971497893333435","0.0971497893333435","0.0971497893333435","238","238","238","0.12957055866718292","0.12957055866718292","0.12957055866718292"
"24000","239","239","239","-0.21553531289100647","-0.21553531289100647","-0.21553531289100647","239","239","239","-0.002717000897973776","-0.002717000897973776","-0.002717000897973776","239","239","239","0.08796419948339462","0.08796419948339462","0.08796419948339462","239","239","239","0.10021466016769409","0.10021466016769409","0.10021466016769409","239","239","239","0.11992070078849792","0.11992070078849792","0.11992070078849792"
"24100","240","240","240","-0.21907731890678406","-0.21907731890678406","-0.21907731890678406","240","240","240","0.0033098910935223103","0.0033098910935223103","0.0033098910935223103","240","240","240","0.0741644948720932","0.0741644948720932","0.0741644948720932","240","240","240","0.08796829730272293","0.08796829730272293","0.08796829730272293","240","240","240","0.11848308891057968","0.11848308891057968","0.11848308891057968"
"24200","241","241","241","-0.2196553647518158","-0.2196553647518158","-0.2196553647518158","241","241","241","0.00021053393720649183","0.00021053393720649183","0.00021053393720649183","241","241","241","0.07885338366031647","0.07885338366031647","0.07885338366031647","241","241","241","0.08793952316045761","0.08793952316045761","0.08793952316045761","241","241","241","0.11536014080047607","0.11536014080047607","0.11536014080047607"
"24300","242","242","242","-0.21626147627830505","-0.21626147627830505","-0.21626147627830505","242","242","242","0.0007070206920616329","0.0007070206920616329","0.0007070206920616329","242","242","242","0.0743667259812355","0.0743667259812355","0.0743667259812355","242","242","242","0.09702432155609131","0.09702432155609131","0.09702432155609131","242","242","242","0.1152280941605568","0.1152280941605568","0.1152280941605568"
"24400","243","243","243","-0.2193617820739746","-0.2193617820739746","-0.2193617820739746","243","243","243","0.0005460752872750163","0.0005460752872750163","0.0005460752872750163","243","243","243","0.08405251801013947","0.08405251801013947","0.08405251801013947","243","243","243","0.09238266199827194","0.09238266199827194","0.09238266199827194","243","243","243","0.11390753090381622","0.11390753090381622","0.11390753090381622"
"24500","244","244","244","-0.21358175575733185","-0.21358175575733185","-0.21358175575733185","244","244","244","-0.006442357785999775","-0.006442357785999775","-0.006442357785999775","244","244","244","0.07391150295734406","0.07391150295734406","0.07391150295734406","244","244","244","0.08164522051811218","0.08164522051811218","0.08164522051811218","244","244","244","0.1146877333521843","0.1146877333521843","0.1146877333521843"
"24600","245","245","245","-0.21749094128608704","-0.21749094128608704","-0.21749094128608704","245","245","245","-0.013394888490438461","-0.013394888490438461","-0.013394888490438461","245","245","245","0.080147884786129","0.080147884786129","0.080147884786129","245","245","245","0.08959486335515976","0.08959486335515976","0.08959486335515976","245","245","245","0.1304100900888443","0.1304100900888443","0.1304100900888443"
"24700","246","246","246","-0.22289054095745087","-0.22289054095745087","-0.22289054095745087","246","246","246","0.009156709536910057","0.009156709536910057","0.009156709536910057","246","246","246","0.08067437261343002","0.08067437261343002","0.08067437261343002","246","246","246","0.08609449863433838","0.08609449863433838","0.08609449863433838","246","246","246","0.11949820816516876","0.11949820816516876","0.11949820816516876"
"24800","247","247","247","-0.2207883596420288","-0.2207883596420288","-0.2207883596420288","247","247","247","0.015233753249049187","0.015233753249049187","0.015233753249049187","247","247","247","0.08650373667478561","0.08650373667478561","0.08650373667478561","247","247","247","0.09222710877656937","0.09222710877656937","0.09222710877656937","247","247","247","0.11603668332099915","0.11603668332099915","0.11603668332099915"
"24900","248","248","248","-0.21379390358924866","-0.21379390358924866","-0.21379390358924866","248","248","248","0.0185598935931921","0.0185598935931921","0.0185598935931921","248","248","248","0.07865137606859207","0.07865137606859207","0.07865137606859207","248","248","248","0.0900900810956955","0.0900900810956955","0.0900900810956955","248","248","248","0.12836119532585144","0.12836119532585144","0.12836119532585144"
"25000","249","249","249","-0.2145262509584427","-0.2145262509584427","-0.2145262509584427","249","249","249","0.007066808175295591","0.007066808175295591","0.007066808175295591","249","249","249","0.08383046835660934","0.08383046835660934","0.08383046835660934","249","249","249","0.08327523618936539","0.08327523618936539","0.08327523618936539","249","249","249","0.12224885076284409","0.12224885076284409","0.12224885076284409"
"25100","250","250","250","-0.21354971826076508","-0.21354971826076508","-0.21354971826076508","250","250","250","0.00759983342140913","0.00759983342140913","0.00759983342140913","250","250","250","0.07780636101961136","0.07780636101961136","0.07780636101961136","250","250","250","0.09307952970266342","0.09307952970266342","0.09307952970266342","250","250","250","0.12430165708065033","0.12430165708065033","0.12430165708065033"
"25200","251","251","251","-0.22622992098331451","-0.22622992098331451","-0.22622992098331451","251","251","251","-0.0038014384917914867","-0.0038014384917914867","-0.0038014384917914867","251","251","251","0.07575239986181259","0.07575239986181259","0.07575239986181259","251","251","251","0.0901508703827858","0.0901508703827858","0.0901508703827858","251","251","251","0.1279471516609192","0.1279471516609192","0.1279471516609192"
"25300","252","252","252","-0.21815598011016846","-0.21815598011016846","-0.21815598011016846","252","252","252","0.010005159303545952","0.010005159303545952","0.010005159303545952","252","252","252","0.08456465601921082","0.08456465601921082","0.08456465601921082","252","252","252","0.09581393748521805","0.09581393748521805","0.09581393748521805","252","252","252","0.1264232099056244","0.1264232099056244","0.1264232099056244"
"25400","253","253","253","-0.21740314364433289","-0.21740314364433289","-0.21740314364433289","253","253","253","0.011660541407763958","0.011660541407763958","0.011660541407763958","253","253","253","0.08071102946996689","0.08071102946996689","0.08071102946996689","253","253","253","0.09297684580087662","0.09297684580087662","0.09297684580087662","253","253","253","0.12636823952198029","0.12636823952198029","0.12636823952198029"
"25500","254","254","254","-0.2200724184513092","-0.2200724184513092","-0.2200724184513092","254","254","254","0.008721860125660896","0.008721860125660896","0.008721860125660896","254","254","254","0.07481058686971664","0.07481058686971664","0.07481058686971664","254","254","254","0.10098579525947571","0.10098579525947571","0.10098579525947571","254","254","254","0.11878954619169235","0.11878954619169235","0.11878954619169235"
"25600","255","255","255","-0.21477794647216797","-0.21477794647216797","-0.21477794647216797","255","255","255","0.001013907720334828","0.001013907720334828","0.001013907720334828","255","255","255","0.0893857479095459","0.0893857479095459","0.0893857479095459","255","255","255","0.09476574510335922","0.09476574510335922","0.09476574510335922","255","255","255","0.13528726994991302","0.13528726994991302","0.13528726994991302"
"25700","256","256","256","-0.2161875069141388","-0.2161875069141388","-0.2161875069141388","256","256","256","-0.001686540781520307","-0.001686540781520307","-0.001686540781520307","256","256","256","0.0800791084766388","0.0800791084766388","0.0800791084766388","256","256","256","0.08593043684959412","0.08593043684959412","0.08593043684959412","256","256","256","0.12727585434913635","0.12727585434913635","0.12727585434913635"
"25800","257","257","257","-0.22700348496437073","-0.22700348496437073","-0.22700348496437073","257","257","257","-0.009918001480400562","-0.009918001480400562","-0.009918001480400562","257","257","257","0.08133673667907715","0.08133673667907715","0.08133673667907715","257","257","257","0.08862756192684174","0.08862756192684174","0.08862756192684174","257","257","257","0.11555638909339905","0.11555638909339905","0.11555638909339905"
"25900","258","258","258","-0.21992658078670502","-0.21992658078670502","-0.21992658078670502","258","258","258","-0.02349906787276268","-0.02349906787276268","-0.02349906787276268","258","258","258","0.08298889547586441","0.08298889547586441","0.08298889547586441","258","258","258","0.0881732776761055","0.0881732776761055","0.0881732776761055","258","258","258","0.1216026023030281","0.1216026023030281","0.1216026023030281"
"26000","259","259","259","-0.21801923215389252","-0.21801923215389252","-0.21801923215389252","259","259","259","-0.024781009182333946","-0.024781009182333946","-0.024781009182333946","259","259","259","0.07426035404205322","0.07426035404205322","0.07426035404205322","259","259","259","0.09054398536682129","0.09054398536682129","0.09054398536682129","259","259","259","0.12436802685260773","0.12436802685260773","0.12436802685260773"
"26100","260","260","260","-0.21824003756046295","-0.21824003756046295","-0.21824003756046295","260","260","260","-0.04363448545336723","-0.04363448545336723","-0.04363448545336723","260","260","260","0.07860073447227478","0.07860073447227478","0.07860073447227478","260","260","260","0.08515217900276184","0.08515217900276184","0.08515217900276184","260","260","260","0.11983180791139603","0.11983180791139603","0.11983180791139603"
"26200","261","261","261","-0.21991881728172302","-0.21991881728172302","-0.21991881728172302","261","261","261","-0.04780317842960358","-0.04780317842960358","-0.04780317842960358","261","261","261","0.0798429474234581","0.0798429474234581","0.0798429474234581","261","261","261","0.08908595144748688","0.08908595144748688","0.08908595144748688","261","261","261","0.13272492587566376","0.13272492587566376","0.13272492587566376"
"26300","262","262","262","-0.2188541442155838","-0.2188541442155838","-0.2188541442155838","262","262","262","-0.04561823606491089","-0.04561823606491089","-0.04561823606491089","262","262","262","0.0777146965265274","0.0777146965265274","0.0777146965265274","262","262","262","0.08974935114383698","0.08974935114383698","0.08974935114383698","262","262","262","0.1294020712375641","0.1294020712375641","0.1294020712375641"
"26400","263","263","263","-0.22435623407363892","-0.22435623407363892","-0.22435623407363892","263","263","263","-0.04212171211838722","-0.04212171211838722","-0.04212171211838722","263","263","263","0.08193765580654144","0.08193765580654144","0.08193765580654144","263","263","263","0.09053545445203781","0.09053545445203781","0.09053545445203781","263","263","263","0.1227337196469307","0.1227337196469307","0.1227337196469307"
"26500","264","264","264","-0.22055460512638092","-0.22055460512638092","-0.22055460512638092","264","264","264","-0.03747868165373802","-0.03747868165373802","-0.03747868165373802","264","264","264","0.07885795086622238","0.07885795086622238","0.07885795086622238","264","264","264","0.08361770957708359","0.08361770957708359","0.08361770957708359","264","264","264","0.11568853259086609","0.11568853259086609","0.11568853259086609"
"26600","265","265","265","-0.21686747670173645","-0.21686747670173645","-0.21686747670173645","265","265","265","-0.03813458979129791","-0.03813458979129791","-0.03813458979129791","265","265","265","0.07840361446142197","0.07840361446142197","0.07840361446142197","265","265","265","0.09663860499858856","0.09663860499858856","0.09663860499858856","265","265","265","0.11797521263360977","0.11797521263360977","0.11797521263360977"
"26700","266","266","266","-0.2204483449459076","-0.2204483449459076","-0.2204483449459076","266","266","266","-0.024481046944856644","-0.024481046944856644","-0.024481046944856644","266","266","266","0.08124180138111115","0.08124180138111115","0.08124180138111115","266","266","266","0.0852198675274849","0.0852198675274849","0.0852198675274849","266","266","266","0.1187480017542839","0.1187480017542839","0.1187480017542839"
"26800","267","267","267","-0.21823382377624512","-0.21823382377624512","-0.21823382377624512","267","267","267","-0.03443130850791931","-0.03443130850791931","-0.03443130850791931","267","267","267","0.0846509337425232","0.0846509337425232","0.0846509337425232","267","267","267","0.09329673647880554","0.09329673647880554","0.09329673647880554","267","267","267","0.11785528808832169","0.11785528808832169","0.11785528808832169"
"26900","268","268","268","-0.21486979722976685","-0.21486979722976685","-0.21486979722976685","268","268","268","-0.03317733481526375","-0.03317733481526375","-0.03317733481526375","268","268","268","0.08010008931159973","0.08010008931159973","0.08010008931159973","268","268","268","0.09152323752641678","0.09152323752641678","0.09152323752641678","268","268","268","0.11264384537935257","0.11264384537935257","0.11264384537935257"
"27000","269","269","269","-0.22379432618618011","-0.22379432618618011","-0.22379432618618011","269","269","269","-0.017142988741397858","-0.017142988741397858","-0.017142988741397858","269","269","269","0.07851585745811462","0.07851585745811462","0.07851585745811462","269","269","269","0.09005619585514069","0.09005619585514069","0.09005619585514069","269","269","269","0.11531557142734528","0.11531557142734528","0.11531557142734528"
"27100","270","270","270","-0.21487656235694885","-0.21487656235694885","-0.21487656235694885","270","270","270","-0.02323133684694767","-0.02323133684694767","-0.02323133684694767","270","270","270","0.06777814775705338","0.06777814775705338","0.06777814775705338","270","270","270","0.08750986307859421","0.08750986307859421","0.08750986307859421","270","270","270","0.09535647183656693","0.09535647183656693","0.09535647183656693"
"27200","271","271","271","-0.22432774305343628","-0.22432774305343628","-0.22432774305343628","271","271","271","-0.011635012924671173","-0.011635012924671173","-0.011635012924671173","271","271","271","0.07935582101345062","0.07935582101345062","0.07935582101345062","271","271","271","0.09195945411920547","0.09195945411920547","0.09195945411920547","271","271","271","0.10896439105272293","0.10896439105272293","0.10896439105272293"
"27300","272","272","272","-0.21295154094696045","-0.21295154094696045","-0.21295154094696045","272","272","272","-0.014780405908823013","-0.014780405908823013","-0.014780405908823013","272","272","272","0.0741216242313385","0.0741216242313385","0.0741216242313385","272","272","272","0.08772056549787521","0.08772056549787521","0.08772056549787521","272","272","272","0.11430643498897552","0.11430643498897552","0.11430643498897552"
"27400","273","273","273","-0.2236272543668747","-0.2236272543668747","-0.2236272543668747","273","273","273","-0.006556137464940548","-0.006556137464940548","-0.006556137464940548","273","273","273","0.06996864825487137","0.06996864825487137","0.06996864825487137","273","273","273","0.08580460399389267","0.08580460399389267","0.08580460399389267","273","273","273","0.1133325845003128","0.1133325845003128","0.1133325845003128"
"27500","274","274","274","-0.22805209457874298","-0.22805209457874298","-0.22805209457874298","274","274","274","-0.0070148613303899765","-0.0070148613303899765","-0.0070148613303899765","274","274","274","0.07458115369081497","0.07458115369081497","0.07458115369081497","274","274","274","0.09512462466955185","0.09512462466955185","0.09512462466955185","274","274","274","0.11170411109924316","0.11170411109924316","0.11170411109924316"
"27600","275","275","275","-0.22443877160549164","-0.22443877160549164","-0.22443877160549164","275","275","275","-0.013956273905932903","-0.013956273905932903","-0.013956273905932903","275","275","275","0.07346732914447784","0.07346732914447784","0.07346732914447784","275","275","275","0.09089125692844391","0.09089125692844391","0.09089125692844391","275","275","275","0.12340505421161652","0.12340505421161652","0.12340505421161652"
"27700","276","276","276","-0.22626180946826935","-0.22626180946826935","-0.22626180946826935","276","276","276","0.00011511048069223762","0.00011511048069223762","0.00011511048069223762","276","276","276","0.07279381901025772","0.07279381901025772","0.07279381901025772","276","276","276","0.0905306339263916","0.0905306339263916","0.0905306339263916","276","276","276","0.10893477499485016","0.10893477499485016","0.10893477499485016"
"27800","277","277","277","-0.22291836142539978","-0.22291836142539978","-0.22291836142539978","277","277","277","-0.00023522329865954816","-0.00023522329865954816","-0.00023522329865954816","277","277","277","0.07774466276168823","0.07774466276168823","0.07774466276168823","277","277","277","0.0893557146191597","0.0893557146191597","0.0893557146191597","277","277","277","0.11498759686946869","0.11498759686946869","0.11498759686946869"
"27900","278","278","278","-0.2247740626335144","-0.2247740626335144","-0.2247740626335144","278","278","278","0.009144763462245464","0.009144763462245464","0.009144763462245464","278","278","278","0.0744682177901268","0.0744682177901268","0.0744682177901268","278","278","278","0.08685716241598129","0.08685716241598129","0.08685716241598129","278","278","278","0.10571104288101196","0.10571104288101196","0.10571104288101196"
"28000","279","279","279","-0.22566434741020203","-0.22566434741020203","-0.22566434741020203","279","279","279","0.004863366484642029","0.004863366484642029","0.004863366484642029","279","279","279","0.07408859580755234","0.07408859580755234","0.07408859580755234","279","279","279","0.08299190551042557","0.08299190551042557","0.08299190551042557","279","279","279","0.12316325306892395","0.12316325306892395","0.12316325306892395"
"28100","280","280","280","-0.2286255657672882","-0.2286255657672882","-0.2286255657672882","280","280","280","0.0018299418734386563","0.0018299418734386563","0.0018299418734386563","280","280","280","0.07580751925706863","0.07580751925706863","0.07580751925706863","280","280","280","0.08552005887031555","0.08552005887031555","0.08552005887031555","280","280","280","0.12051569670438766","0.12051569670438766","0.12051569670438766"
"28200","281","281","281","-0.22053909301757812","-0.22053909301757812","-0.22053909301757812","281","281","281","-0.006669125519692898","-0.006669125519692898","-0.006669125519692898","281","281","281","0.0749536007642746","0.0749536007642746","0.0749536007642746","281","281","281","0.0854065865278244","0.0854065865278244","0.0854065865278244","281","281","281","0.1164923757314682","0.1164923757314682","0.1164923757314682"
"28300","282","282","282","-0.2255137860774994","-0.2255137860774994","-0.2255137860774994","282","282","282","0.0023401605430990458","0.0023401605430990458","0.0023401605430990458","282","282","282","0.07968508452177048","0.07968508452177048","0.07968508452177048","282","282","282","0.09422202408313751","0.09422202408313751","0.09422202408313751","282","282","282","0.11257302761077881","0.11257302761077881","0.11257302761077881"
"28400","283","283","283","-0.22253265976905823","-0.22253265976905823","-0.22253265976905823","283","283","283","0.004481762181967497","0.004481762181967497","0.004481762181967497","283","283","283","0.06733766943216324","0.06733766943216324","0.06733766943216324","283","283","283","0.08933243900537491","0.08933243900537491","0.08933243900537491","283","283","283","0.11686883866786957","0.11686883866786957","0.11686883866786957"
"28500","284","284","284","-0.22210271656513214","-0.22210271656513214","-0.22210271656513214","284","284","284","0.01289166510105133","0.01289166510105133","0.01289166510105133","284","284","284","0.07355595380067825","0.07355595380067825","0.07355595380067825","284","284","284","0.09387949109077454","0.09387949109077454","0.09387949109077454","284","284","284","0.10273969173431396","0.10273969173431396","0.10273969173431396"
"28600","285","285","285","-0.2206905484199524","-0.2206905484199524","-0.2206905484199524","285","285","285","-0.010497748851776123","-0.010497748851776123","-0.010497748851776123","285","285","285","0.0709112361073494","0.0709112361073494","0.0709112361073494","285","285","285","0.0978340208530426","0.0978340208530426","0.0978340208530426","285","285","285","0.11726818233728409","0.11726818233728409","0.11726818233728409"
"28700","286","286","286","-0.21371690928936005","-0.21371690928936005","-0.21371690928936005","286","286","286","-0.010844078846275806","-0.010844078846275806","-0.010844078846275806","286","286","286","0.0770232081413269","0.0770232081413269","0.0770232081413269","286","286","286","0.09258374571800232","0.09258374571800232","0.09258374571800232","286","286","286","0.10862188786268234","0.10862188786268234","0.10862188786268234"
"28800","287","287","287","-0.21954688429832458","-0.21954688429832458","-0.21954688429832458","287","287","287","-0.010527164675295353","-0.010527164675295353","-0.010527164675295353","287","287","287","0.06844053417444229","0.06844053417444229","0.06844053417444229","287","287","287","0.08606008440256119","0.08606008440256119","0.08606008440256119","287","287","287","0.1181982010602951","0.1181982010602951","0.1181982010602951"
"28900","288","288","288","-0.2213585376739502","-0.2213585376739502","-0.2213585376739502","288","288","288","-0.020121656358242035","-0.020121656358242035","-0.020121656358242035","288","288","288","0.07059672474861145","0.07059672474861145","0.07059672474861145","288","288","288","0.08335389941930771","0.08335389941930771","0.08335389941930771","288","288","288","0.11926695704460144","0.11926695704460144","0.11926695704460144"
"29000","289","289","289","-0.2205343246459961","-0.2205343246459961","-0.2205343246459961","289","289","289","-0.018923325464129448","-0.018923325464129448","-0.018923325464129448","289","289","289","0.07631725072860718","0.07631725072860718","0.07631725072860718","289","289","289","0.0876598209142685","0.0876598209142685","0.0876598209142685","289","289","289","0.11477427929639816","0.11477427929639816","0.11477427929639816"
"29100","290","290","290","-0.21529750525951385","-0.21529750525951385","-0.21529750525951385","290","290","290","-0.012673279270529747","-0.012673279270529747","-0.012673279270529747","290","290","290","0.0745902955532074","0.0745902955532074","0.0745902955532074","290","290","290","0.0872059166431427","0.0872059166431427","0.0872059166431427","290","290","290","0.11059531569480896","0.11059531569480896","0.11059531569480896"
"29200","291","291","291","-0.22067706286907196","-0.22067706286907196","-0.22067706286907196","291","291","291","-0.013658864423632622","-0.013658864423632622","-0.013658864423632622","291","291","291","0.07480517774820328","0.07480517774820328","0.07480517774820328","291","291","291","0.0892917737364769","0.0892917737364769","0.0892917737364769","291","291","291","0.11672569811344147","0.11672569811344147","0.11672569811344147"
"29300","292","292","292","-0.2240736186504364","-0.2240736186504364","-0.2240736186504364","292","292","292","-0.01969144120812416","-0.01969144120812416","-0.01969144120812416","292","292","292","0.07241629809141159","0.07241629809141159","0.07241629809141159","292","292","292","0.08992987871170044","0.08992987871170044","0.08992987871170044","292","292","292","0.11099055409431458","0.11099055409431458","0.11099055409431458"
"29400","293","293","293","-0.21646901965141296","-0.21646901965141296","-0.21646901965141296","293","293","293","0.0151597298681736","0.0151597298681736","0.0151597298681736","293","293","293","0.06336008757352829","0.06336008757352829","0.06336008757352829","293","293","293","0.08458007127046585","0.08458007127046585","0.08458007127046585","293","293","293","0.11603962630033493","0.11603962630033493","0.11603962630033493"
"29500","294","294","294","-0.22101259231567383","-0.22101259231567383","-0.22101259231567383","294","294","294","0.01740942895412445","0.01740942895412445","0.01740942895412445","294","294","294","0.06839247792959213","0.06839247792959213","0.06839247792959213","294","294","294","0.09878215193748474","0.09878215193748474","0.09878215193748474","294","294","294","0.12694065272808075","0.12694065272808075","0.12694065272808075"
"29600","295","295","295","-0.21785160899162292","-0.21785160899162292","-0.21785160899162292","295","295","295","0.006266580894589424","0.006266580894589424","0.006266580894589424","295","295","295","0.06809520721435547","0.06809520721435547","0.06809520721435547","295","295","295","0.08996325731277466","0.08996325731277466","0.08996325731277466","295","295","295","0.12044207751750946","0.12044207751750946","0.12044207751750946"
"29700","296","296","296","-0.23441126942634583","-0.23441126942634583","-0.23441126942634583","296","296","296","0.006190075539052486","0.006190075539052486","0.006190075539052486","296","296","296","0.07342164218425751","0.07342164218425751","0.07342164218425751","296","296","296","0.0912042185664177","0.0912042185664177","0.0912042185664177","296","296","296","0.09937373548746109","0.09937373548746109","0.09937373548746109"
"29800","297","297","297","-0.2155025154352188","-0.2155025154352188","-0.2155025154352188","297","297","297","-0.0020982285495847464","-0.0020982285495847464","-0.0020982285495847464","297","297","297","0.07790463417768478","0.07790463417768478","0.07790463417768478","297","297","297","0.090957872569561","0.090957872569561","0.090957872569561","297","297","297","0.1111651062965393","0.1111651062965393","0.1111651062965393"
"29900","298","298","298","-0.21076542139053345","-0.21076542139053345","-0.21076542139053345","298","298","298","0.00247767916880548","0.00247767916880548","0.00247767916880548","298","298","298","0.06274731457233429","0.06274731457233429","0.06274731457233429","298","298","298","0.07983604073524475","0.07983604073524475","0.07983604073524475","298","298","298","0.11118018627166748","0.11118018627166748","0.11118018627166748"
"30000","299","299","299","-0.20836447179317474","-0.20836447179317474","-0.20836447179317474","299","299","299","0.005179055035114288","0.005179055035114288","0.005179055035114288","299","299","299","0.072267085313797","0.072267085313797","0.072267085313797","299","299","299","0.08607146143913269","0.08607146143913269","0.08607146143913269","299","299","299","0.12090794742107391","0.12090794742107391","0.12090794742107391"
